AL,Air Transportation,383,0.00,766582,0.00,374,0.00,20,0.00,754481,0.00,12101,0.00,1733,0.00 
AL,Water Transport/Terminals,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00 
AL,Public Welfare,1140,9.60,1558189,6.27,952,8.65,326,32.18,1371557,5.70,186632,31.45,33182,37.69 
AL,Health,3263,0.19,6338519,0.34,3071,0.20,599,8.35,6048003,0.17,290516,6.54,38938,8.09 
AL,Hospitals,20135,2.06,39266411,1.89,17609,2.03,4097,3.51,34729851,2.11,4536560,2.72,447442,2.89 
AL,Solid Waste Management,3453,4.01,5503178,3.48,3414,4.06,62,8.85,5458095,3.50,45083,5.24,6725,6.77 
AL,Sewerage,1339,3.71,2720467,2.64,1334,3.72,8,0.00,2714520,2.64,5947,0.00,852,0.00 
AL,Parks & Recreation,2737,2.13,4394651,1.22,2278,2.52,883,1.82,3867856,1.36,526795,1.70,80105,2.28 
AL,Housing & Community Dev.,2794,18.03,5365851,13.40,2561,18.37,350,24.00,5053475,14.21,312376,9.63,40111,16.47 
AL,Natural Resources,171,2.22,262026,2.14,148,2.56,45,0.00,236248,2.38,25778,0.00,4099,0.00 
AL,Water Supply,2698,7.85,5403984,4.63,2459,4.65,2104,15.98,5151929,3.94,252055,57.94,48632,61.54 
AL,Electric Power,1161,0.96,3109077,0.54,1136,1.00,38,11.32,3077509,0.54,31568,6.28,4414,8.63 
AL,Gas Supply,919,4.78,2061730,4.15,905,4.85,34,1.77,2044066,4.19,17664,5.45,2454,3.05 
AL,Transit,450,0.00,789208,0.00,390,0.00,97,0.00,718091,0.00,71117,0.00,10590,0.00 
AL,Elem & Sec School Instruc.,58801,0.95,132036937,0.82,57604,1.01,6962,4.63,130430697,0.83,1606240,5.18,200852,5.86 
AL,Elem & Sec School-Other,25660,0.95,30745568,2.48,23902,2.07,5055,8.97,28753646,2.56,1991922,10.43,298360,10.57 
AL,Higher Education-Instruc.,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00 
AL,Higher Education-Other,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00 
AL,Libraries,888,3.91,1460681,2.06,681,4.26,405,6.78,1212372,1.94,248309,7.54,35406,8.15 
AL,Other & Unallocable,5125,12.20,10161641,7.46,4774,11.70,1384,17.65,9264163,7.87,897478,23.28,63463,24.76 
AK,Total,24665,1.62,94487062,1.07,21814,1.76,9431,20.14,87296820,1.11,7190242,3.76,502507,5.49 
AK,Financial Admin.,792,3.77,2936440,2.70,766,3.69,77,63.27,2869578,2.68,66862,29.12,4122,50.50 
AK,Other Government Admin.,1034,7.33,3622659,4.08,933,7.31,343,43.25,3352651,3.15,270008,38.32,18877,54.84 
AK,Judicial and Legal,88,0.00,455754,0.00,86,0.00,2,0.00,451943,0.00,3811,0.00,255,0.00 
AK,Police Protection-Officers,889,10.36,5117181,7.38,878,10.64,23,76.76,5098212,7.40,18969,70.17,1859,76.55 
AK,Police Protection-Other,466,25.45,1512615,16.12,429,22.42,130,72.83,1443273,16.79,69342,37.45,8327,64.50 
AK,Firefighters,595,3.24,3042677,2.10,582,3.28,117,11.36,3026463,2.11,16214,20.98,1840,14.45 
AK,Fire-Other,50,0.00,253612,0.00,47,0.00,3,0.00,249434,0.00,4178,0.00,421,0.00 
AK,Correction,36,0.00,116747,0.00,33,0.00,6,0.00,111498,0.00,5249,0.00,511,0.00 
AK,Streets & Highways,864,6.39,3473286,5.12,819,6.77,59,2.17,3372890,5.28,100396,1.29,7966,1.61 
AK,Air Transportation,58,2.21,172124,0.41,52,2.46,5,25.60,163240,0.43,8884,0.81,1012,0.76 
AK,Water Transport/Terminals,162,21.48,553984,13.96,145,19.20,30,46.39,498968,14.24,55016,55.66,3273,46.78 
AK,Public Welfare,135,6.56,510229,3.00,115,0.00,38,46.62,474874,0.00,35355,43.28,3669,44.66 
AK,Health,562,4.56,2125327,4.40,519,4.94,112,0.00,2015531,4.64,109796,0.00,7471,0.00 
AK,Hospitals,113,20.97,247590,12.05,87,27.24,38,0.00,191428,15.59,56162,0.00,4531,0.00 
AK,Solid Waste Management,263,5.66,1073051,3.49,252,5.91,29,34.97,1045582,3.58,27469,0.57,2018,1.13 
AK,Sewerage,437,5.47,2003203,2.36,420,5.69,19,0.00,1961324,2.41,41879,0.00,3151,0.00 
AK,Parks & Recreation,548,1.93,1483006,1.68,365,2.51,454,1.54,1170525,2.11,312481,0.96,31768,1.12 
AK,Housing & Community Dev.,696,3.97,2270300,3.08,509,4.23,230,4.38,1722681,3.95,547619,2.96,31349,3.62 
AK,Natural Resources,17,0.00,56608,0.00,17,0.00,0,0.00,56608,0.00,0,0.00,0,0.00 
AK,Water Supply,350,9.17,1238621,7.88,332,8.88,31,57.14,1174216,8.29,64405,12.95,3297,27.00 
AK,Electric Power,648,4.49,3369928,3.50,612,3.85,84,57.83,3259769,3.49,110159,27.77,6311,44.16 
AK,Gas Supply,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00 
AK,Transit,285,0.00,912049,0.00,253,0.00,40,0.00,811668,0.00,100381,0.00,5433,0.00 
AK,Elem & Sec School Instruc.,9647,0.69,37602714,0.67,8530,0.75,2582,0.62,34425982,0.73,3176732,0.40,195980,0.47 
AK,Elem & Sec School-Other,3269,0.92,9381142,0.74,2744,0.84,1621,1.16,8181949,0.83,1199193,1.14,91803,1.26 
AK,Higher Education-Instruc.,14,0.00,40149,0.00,13,0.00,2,0.00,38778,0.00,1371,0.00,185,0.00 
AK,Higher Education-Other,35,0.00,102784,0.00,31,0.00,11,0.00,97299,0.00,5485,0.00,751,0.00 
AK,Libraries,323,3.59,852531,1.81,226,2.46,186,7.32,666654,1.83,185877,5.10,16251,6.51 
AK,Other & Unallocable,2289,8.75,9960751,2.34,2019,7.47,3159,59.76,9363802,1.66,596949,29.09,50076,34.60 
AZ,Total,156216,0.66,389620150,0.65,136815,1.03,40787,1.72,361427523,0.70,28192627,1.33,3407435,1.52 
AZ,Financial Admin.,3273,2.28,7919519,1.98,3188,2.27,162,3.23,7794448,2.01,125071,7.65,15099,7.05 
AZ,Other Government Admin.,3460,2.76,10107955,2.42,3238,2.70,574,25.06,9697953,2.51,410002,5.70,38608,4.83 
AZ,Judicial and Legal,5862,1.91,16022236,1.78,5617,2.01,684,3.96,15534176,1.84,488060,3.28,43770,4.03 
AZ,Police Protection-Officers,7334,1.73,23979847,1.26,7304,1.74,77,37.49,23929777,1.26,50070,46.64,5265,46.63 
AZ,Police Protection-Other,3225,2.11,7559294,1.64,3109,1.93,255,17.26,7356678,1.66,202616,10.23,21928,10.90 
AZ,Firefighters,3353,0.49,11864353,1.20,3296,0.47,640,4.91,11782841,1.21,81512,16.25,10049,17.45 
AZ,Fire-Other,504,6.20,1497942,1.77,433,2.32,102,21.48,1388098,1.31,109844,17.56,11433,28.06 
AZ,Correction,4591,0.95,10860998,1.25,4466,0.82,384,3.05,10644129,1.28,216869,1.43,22179,1.48 
AZ,Streets & Highways,3788,1.55,9493921,1.36,3689,1.58,200,4.22,9314509,1.38,179412,3.52,16807,5.75 
AZ,Air Transportation,908,3.72,2442241,2.34,868,2.92,59,14.31,2377226,2.38,65015,11.61,6401,13.72 
AZ,Water Transport/Terminals,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00 
AZ,Public Welfare,4070,1.29,6259931,0.91,3642,0.65,852,3.46,5662128,0.87,597803,4.86,77119,6.94 
AZ,Health,2588,1.35,4958638,1.03,2482,1.36,265,3.14,4753978,1.07,204660,2.60,19274,3.46 
AZ,Hospitals,4455,0.00,9037762,0.00,4324,0.00,235,0.00,8719374,0.00,318388,0.00,23283,0.00 
AZ,Solid Waste Management,1525,1.64,4027046,0.83,1457,1.74,126,2.47,3923544,0.85,103502,1.39,12098,4.13 
AZ,Sewerage,1133,3.26,2865841,2.74,1116,3.28,14,19.46,2845032,2.76,20809,5.59,2562,7.69 
AZ,Parks & Recreation,3664,3.01,7489998,1.37,2461,1.73,2777,7.00,5883971,1.15,1606027,4.79,213933,5.86 
AZ,Housing & Community Dev.,889,0.18,2391703,0.21,857,0.19,48,0.00,2334410,0.21,57293,0.00,5547,0.00 
AZ,Natural Resources,953,2.83,2936022,1.35,944,2.83,20,6.25,2923671,1.35,12351,11.98,1479,11.74 
AZ,Water Supply,2770,1.96,7733268,1.47,2724,1.97,78,0.00,7661722,1.49,71546,0.00,8059,0.00 
AZ,Electric Power,4138,0.00,17313113,0.00,4126,0.00,15,0.00,17291737,0.00,21376,0.00,2137,0.00 
AZ,Gas Supply,67,0.00,224736,0.00,67,0.00,0,0.00,224736,0.00,0,0.00,0,0.00 
AZ,Transit,99,0.00,240147,0.00,85,0.00,20,0.00,213851,0.00,26296,0.00,2359,0.00 
AZ,Elem & Sec School Instruc.,56266,1.34,145322693,0.89,49119,1.67,13272,3.41,134187933,0.93,11134760,2.57,1261014,3.04 
AZ,Elem & Sec School-Other,25239,2.55,43848005,3.08,18843,4.89,13303,2.64,35897846,3.71,7950159,2.97,1128203,2.93 
AZ,Higher Education-Instruc.,2445,0.00,10658184,0.00,1785,0.00,2540,0.00,8770529,0.00,1887655,0.00,111212,0.00 
AZ,Higher Education-Other,4424,0.00,9380465,0.00,3090,0.00,2720,0.00,8208959,0.00,1171506,0.00,222398,0.00 
AZ,Libraries,1333,6.00,2900040,4.09,990,5.41,739,7.56,2411092,4.68,488948,7.38,60547,7.91 
AZ,Other & Unallocable,3860,3.39,10284252,2.64,3495,3.69,626,1.57,9693175,2.80,591077,0.86,64672,1.18 
AR,Total,86548,0.87,151242078,1.05,79637,0.99,21561,4.68,143207581,1.10,8034497,2.34,1212583,2.45 
AR,Financial Admin.,1674,3.24,2521132,3.26,1615,4.10,219,20.30,2420554,3.32,100578,16.53,14792,12.68 
AR,Other Government Admin.,2165,6.81,3490238,5.77,1983,7.41,2522,16.71,2995348,6.45,494890,11.49,44669,13.90 
AR,Judicial and Legal,1502,2.98,2555991,3.45,1350,3.36,483,18.95,2330751,3.57,225240,13.10,26760,13.27 
AR,Police Protection-Officers,3883,2.32,7695946,1.83,3829,2.45,166,25.03,7631058,1.83,64888,23.12,8750,27.62 
AR,Police Protection-Other,1020,5.34,1483078,3.57,963,4.88,186,14.38,1410917,3.68,72161,14.09,11935,13.77 
AR,Firefighters,1954,4.64,4120906,1.24,1889,1.95,1248,48.13,4058695,1.14,62211,34.97,11675,33.32 
AR,Fire-Other,109,3.43,241529,2.30,106,3.24,35,68.22,235156,1.73,6373,59.28,666,41.90 
AR,Correction,1050,5.40,1489425,4.93,999,5.50,103,19.11,1440621,5.06,48804,18.69,9071,19.26 
AR,Streets & Highways,3313,2.50,4702102,3.22,3207,2.58,217,32.93,4592147,3.28,109955,12.23,19752,11.85 
AR,Air Transportation,152,0.00,242644,0.00,151,0.00,8,0.00,240678,0.00,1966,0.00,318,0.00 
AR,Water Transport/Terminals,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00 
AR,Public Welfare,200,79.99,242901,61.89,179,90.14,56,27.90,215363,69.73,27538,24.61,3958,24.40 
AR,Health,239,23.87,364174,16.19,218,21.89,86,31.05,340313,17.18,23861,31.51,3965,36.45 
AR,Hospitals,3627,10.29,6754835,7.45,3122,11.57,864,8.98,5895558,8.41,859277,10.11,87290,8.67 
AR,Solid Waste Management,1189,3.78,1644174,3.66,1139,3.75,161,40.76,1577974,3.70,66200,22.18,11505,23.38 
AR,Sewerage,925,9.44,1600690,6.51,890,8.97,73,69.43,1562426,6.48,38264,65.69,5934,63.69 
AR,Parks & Recreation,665,1.93,974802,1.81,520,1.64,289,9.22,842980,1.92,131822,5.25,25201,4.07 
AR,Housing & Community Dev.,886,5.01,1426520,3.47,829,5.92,214,9.53,1351213,3.49,75307,19.79,11106,16.79 
AR,Natural Resources,230,4.66,209537,5.57,129,9.62,176,11.83,126971,6.02,82566,10.70,11911,11.23 
AR,Water Supply,1834,5.77,3360705,3.30,1747,5.19,202,40.40,3255863,3.25,104842,32.08,16720,36.77 
AR,Electric Power,359,3.75,846519,3.43,359,3.75,3,0.00,845981,3.43,538,0.00,72,0.00 
AR,Gas Supply,24,0.00,32692,4.13,24,0.00,4,84.43,30691,0.00,2001,67.51,329,67.75 
AR,Transit,173,0.00,315634,0.03,161,0.00,19,6.13,300250,0.00,15384,0.53,2203,0.85 
AR,Elem & Sec School Instruc.,39359,1.04,81311668,1.61,37916,1.08,5105,5.22,79790739,1.64,1520929,4.78,245787,5.39 
AR,Elem & Sec School-Other,17211,1.65,19822523,1.95,13791,2.70,8361,3.27,16195328,2.28,3627195,3.05,586663,3.29 
AR,Higher Education-Instruc.,41,0.00,89334,0.00,41,0.00,0,0.00,89334,0.00,0,0.00,0,0.00 
AR,Higher Education-Other,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00 
AR,Libraries,428,3.74,549045,4.04,323,4.28,252,10.43,450500,4.14,98545,12.24,18419,11.98 
AR,Other & Unallocable,2336,8.04,3153334,7.04,2157,7.35,509,21.95,2980172,7.39,173162,16.14,33132,15.37 
CA,Total,1119998,0.43,3631858802,0.37,958206,0.45,378443,1.99,3302343218,0.38,329515584,1.36,28015708,1.51 
CA,Financial Admin.,22310,0.87,71963837,0.70,21539,0.88,1464,4.73,70336785,0.72,1627052,3.06,130367,5.02 
CA,Other Government Admin.,22258,1.51,78323277,1.18,20803,1.57,4452,8.56,74573477,1.22,3749800,4.21,264541,3.61 
CA,Judicial and Legal,34788,0.50,133883670,0.30,33788,0.51,1924,2.12,130974360,0.30,2909310,1.42,176553,3.00 
CA,Police Protection-Officers,54864,1.41,260702543,0.74,54428,1.42,1844,6.74,259721543,0.74,981000,6.22,77340,8.39 
CA,Police Protection-Other,21976,1.67,60665573,0.93,19147,1.33,6140,7.97,56014476,0.96,4651097,3.89,510374,5.55 
CA,Firefighters,29030,2.14,148118880,0.65,27867,1.63,7135,31.08,146228619,0.62,1890261,18.48,204861,26.22 
CA,Fire-Other,2780,4.19,9100690,2.78,2439,3.55,631,10.74,8509989,2.61,590701,20.56,56093,13.31 
CA,Correction,27832,0.63,91145838,0.43,26674,0.66,2120,2.02,88179507,0.44,2966331,1.67,204215,1.67 
CA,Streets & Highways,21561,1.45,71721321,1.63,20704,1.50,1393,6.90,70054272,1.66,1667049,6.27,153150,7.98 
CA,Air Transportation,4413,0.27,15237014,0.20,4316,0.23,165,3.20,15027779,0.19,209235,4.02,17339,10.74 
CA,Water Transport/Terminals,1778,6.36,6866431,2.67,1752,2.21,43,153.72,6791720,2.36,74711,118.92,3988,470.56 
CA,Public Welfare,50995,0.38,133074566,0.26,49608,0.36,2948,5.69,130331565,0.25,2743001,3.01,243457,7.24 
CA,Health,32829,0.46,103158106,0.39,30199,0.54,4988,2.40,96052474,0.41,7105632,1.21,464314,2.04 
CA,Hospitals,77339,1.67,245424940,1.77,66119,1.95,18213,6.13,210047553,1.72,35377387,6.77,1967208,5.70 
CA,Solid Waste Management,7434,2.20,23120876,1.50,7034,2.20,557,9.16,22394761,1.54,726115,6.16,71099,8.84 
CA,Sewerage,12660,2.99,47573012,1.98,12390,3.03,659,5.31,46946146,2.00,626866,4.05,46724,6.64 
CA,Parks & Recreation,31809,2.61,73502229,1.50,22012,1.72,26088,14.75,58725132,1.51,14777097,4.45,1727776,5.52 
CA,Housing & Community Dev.,13793,5.76,46042429,4.25,12983,5.32,1712,18.73,44677683,4.36,1364746,12.22,141856,14.80 
CA,Natural Resources,7630,1.81,23994345,1.32,7326,1.74,1347,9.86,23363548,1.31,630797,12.78,53752,16.37 
CA,Water Supply,22737,2.83,83820053,2.21,22002,2.81,1646,7.78,82436076,2.24,1383977,7.61,129339,10.48 
CA,Electric Power,13830,0.01,62592526,0.00,13601,0.01,458,0.00,62007960,0.00,584566,0.00,40564,0.00 
CA,Gas Supply,246,0.00,903905,0.00,245,0.00,2,0.00,898929,0.00,4976,0.00,199,0.00 
CA,Transit,28875,0.72,102196590,0.46,27574,0.59,2022,4.72,99340284,0.46,2856306,3.53,229037,3.69 
CA,Elem & Sec School Instruc.,336717,0.69,1129548708,0.55,269746,0.68,143781,2.62,995945629,0.58,133603079,1.75,11486091,2.04 
CA,Elem & Sec School-Other,133524,0.93,274953062,2.49,100681,2.78,68902,4.27,223436077,2.93,51516985,3.90,5611833,3.56 
CA,Higher Education-Instruc.,26838,0.00,119087006,0.00,19677,0.00,31931,0.00,88072500,0.00,31014506,0.00,1258457,0.00 
CA,Higher Education-Other,32761,0.00,72354823,0.00,22883,0.00,33120,0.00,58843668,0.00,13511155,0.00,1736727,0.00 
CA,Libraries,10652,3.43,25630827,1.90,7637,2.55,7115,7.04,20231084,2.06,5399743,4.67,532082,6.01 
CA,Other & Unallocable,35739,4.97,117151725,5.01,33032,4.26,5643,14.77,112179622,5.18,4972103,16.51,476372,14.80 
CO,Total,140783,0.43,338318864,0.34,121925,0.44,50699,1.46,309528429,0.35,28790435,1.30,3300815,1.39 
CO,Financial Admin.,3064,2.34,7200877,1.49,2901,1.73,301,20.57,6975136,1.46,225741,14.48,28661,16.37 
CO,Other Government Admin.,4188,3.29,10060241,1.93,3831,3.06,1552,30.15,9501673,1.90,558568,12.69,54569,16.18 
CO,Judicial and Legal,1887,1.89,5623805,1.15,1787,1.91,267,14.60,5377303,1.08,246502,11.33,18989,8.52 
CO,Police Protection-Officers,6955,1.78,22402262,1.37,6932,1.79,121,49.62,22343250,1.37,59012,23.24,6328,26.62 
CO,Police Protection-Other,2121,1.13,4610547,1.07,1962,1.15,374,3.04,4377197,1.09,233350,5.02,28273,6.51 
CO,Firefighters,3303,4.30,11039593,2.51,3281,4.01,273,60.43,11012662,2.51,26931,29.48,4324,34.76 
CO,Fire-Other,212,6.96,553321,7.17,201,7.11,31,26.49,530502,7.38,22819,27.92,1989,32.34 
CO,Correction,2749,0.93,7399687,0.55,2723,0.94,73,0.00,7359293,0.55,40394,0.58,5314,2.34 
CO,Streets & Highways,5029,2.01,11775664,1.99,4786,2.11,412,8.24,11449112,2.03,326552,7.62,42829,11.77 
CO,Air Transportation,947,0.60,2613955,0.07,909,0.00,78,0.00,2552999,0.06,60956,1.71,6771,2.99 
CO,Water Transport/Terminals,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00 
CO,Public Welfare,4378,0.80,9107927,0.90,4120,0.66,535,8.40,8755618,0.90,352309,6.32,42884,4.88 
CO,Health,2328,6.80,5112282,4.27,1916,5.79,992,11.06,4371129,4.80,741153,8.17,70766,9.86 
CO,Hospitals,8436,0.80,19598339,0.81,7114,1.26,2481,3.15,16897049,0.84,2701290,2.61,233092,3.47 
CO,Solid Waste Management,719,7.74,1543969,5.10,651,9.57,115,17.37,1421183,5.39,122786,14.55,11930,17.21 
CO,Sewerage,2083,5.22,5681656,2.53,1972,5.36,270,14.01,5481087,2.56,200569,15.84,20046,12.92 
CO,Parks & Recreation,5611,2.51,10979860,1.26,3227,1.62,7386,2.82,7592135,1.25,3387725,2.96,425396,4.64 
CO,Housing & Community Dev.,1425,11.46,3518898,9.39,1309,11.35,259,7.75,3340907,9.88,177991,10.34,10896,27.77 
CO,Natural Resources,514,2.90,986076,3.56,447,1.77,167,20.64,889888,3.81,96188,9.44,16483,2.39 
CO,Water Supply,3576,3.85,9821724,2.48,3486,3.90,337,17.80,9691860,2.51,129864,12.88,17276,13.71 
CO,Electric Power,1389,4.45,4453335,3.82,1356,4.56,47,11.71,4399452,3.86,53883,1.03,5917,1.97 
CO,Gas Supply,284,0.00,907511,0.00,284,0.00,0,0.00,907511,0.00,0,0.00,0,0.00 
CO,Transit,2376,0.36,5822987,0.06,2161,0.04,338,1.82,5560759,0.01,262228,1.19,38379,3.20 
CO,Elem & Sec School Instruc.,49490,0.41,125189429,0.41,43673,0.50,15694,1.54,115306083,0.42,9883346,1.91,1009062,1.58 
CO,Elem & Sec School-Other,21382,1.41,37649999,1.43,15634,1.93,14931,2.86,30533871,1.60,7116128,3.20,1007119,2.98 
CO,Higher Education-Instruc.,556,0.00,1529747,0.00,380,0.00,908,0.00,1095450,0.00,434297,0.00,30838,0.00 
CO,Higher Education-Other,810,0.00,1715107,0.00,623,0.00,693,0.00,1502422,0.00,212685,0.00,32163,0.00 
CO,Libraries,1109,0.66,2370701,1.16,760,0.50,850,5.96,1813035,0.32,557666,4.80,66305,6.85 
CO,Other & Unallocable,3862,10.95,9049365,7.06,3499,10.54,1214,28.05,8489863,7.41,559502,19.54,64216,23.51 
CT,Total,107844,0.20,360471455,0.17,97788,0.22,25740,0.98,341472823,0.17,18998632,1.08,1681495,0.96 
CT,Financial Admin.,2180,2.40,6241925,1.26,2029,2.25,376,8.20,5934476,1.22,307449,9.74,23545,10.36 
CT,Other Government Admin.,2079,2.39,5882660,1.73,1879,2.39,727,4.53,5427632,1.81,455028,5.92,32404,5.97 
CT,Judicial and Legal,183,0.00,685892,0.07,163,0.00,34,0.00,630126,0.00,55766,0.88,3243,0.74 
CT,Police Protection-Officers,6284,0.26,26200047,0.17,6168,0.13,332,5.84,25977297,0.17,222750,5.35,19759,4.68 
CT,Police Protection-Other,1548,1.06,3549894,1.00,1079,1.13,1254,1.56,2730228,1.21,819666,1.60,80752,1.95 
CT,Firefighters,3827,0.31,16253604,0.17,3756,0.21,323,6.20,16098098,0.14,155506,9.74,12132,8.33 
CT,Fire-Other,310,35.48,716053,33.55,222,33.03,210,52.29,542520,42.28,173533,41.15,13424,37.43 
CT,Correction,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00 
CT,Streets & Highways,3647,0.86,10295986,0.90,3554,0.85,161,10.18,10150045,0.91,145941,6.54,15098,6.19 
CT,Air Transportation,40,0.00,109134,0.00,40,0.00,0,0.00,109134,0.00,0,0.00,0,0.00 
CT,Water Transport/Terminals,1,0.00,3787,0.00,0,0.00,3,0.00,0,0.00,3787,0.00,252,0.00 
CT,Public Welfare,1833,0.88,4937280,0.45,1484,0.69,731,3.48,4338934,0.33,598346,2.85,57286,2.48 
CT,Health,1375,1.15,3999425,0.83,1195,0.93,403,3.69,3556209,0.82,443216,3.47,30603,3.75 
CT,Hospitals,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00 
CT,Solid Waste Management,1009,1.18,3090413,0.59,968,1.26,104,11.26,3020641,0.57,69772,9.34,7074,10.88 
CT,Sewerage,1088,0.46,3483082,0.50,1072,0.52,38,5.34,3453535,0.50,29547,9.68,2966,7.51 
CT,Parks & Recreation,2210,0.62,5501332,0.46,1667,0.79,1859,0.92,4565287,0.50,936045,1.15,91651,0.77 
